genome_fasta,cluster,super_cluster,rep_cluster,rep_genome,dataset,bai_gene_cluster
CM_madagascar__A89_01_1FE__bin.40.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
CM_madagascar__A90_04_1FE__bin.100.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
CM_madagascar__A94_03_1FE__bin.47.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
CM_madagascar__V07_01_2FE__bin.4.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
CosteaPI_2017__SID713A004-11-0-0__bin.18.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
CosteaPI_2017__SID713A004-11-90-0__bin.2.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
CosteaPI_2017__SID713A005-11-90-0__bin.58.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
CosteaPI_2017__SID713A009-11-90-0__bin.25.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
CosteaPI_2017__SID713A010-11-0-0__bin.67.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
CosteaPI_2017__SID713A010-11-90-0__bin.58.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
CosteaPI_2017__SID713A013-11-0-0__bin.70.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
CosteaPI_2017__SID713A013-11-90-0__bin.43.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
CosteaPI_2017__SID713A028-11-0-0__bin.24.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
CosteaPI_2017__SID713A046-11-0-0__bin.68.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
CosteaPI_2017__SID713A046-11-90-0__bin.29.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
CosteaPI_2017__SID713A052-11-0-0__bin.59.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
CosteaPI_2017__SID713A056-11-90-0__bin.11.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
CosteaPI_2017__SID713A084-11-0-0__bin.50.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
CosteaPI_2017__SID713B002-11-0-0__bin.42.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
CosteaPI_2017__SID713B002-11-90-0__bin.50.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
CosteaPI_2017__SID713B032-11-90-0__bin.47.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
CosteaPI_2017__SID713B033-11-0-0__bin.5.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
CosteaPI_2017__SID713B035-11-0-0__bin.19.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
CosteaPI_2017__SID713B041-11-0-0__bin.3.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
CosteaPI_2017__SID713B051-11-90-0__bin.35.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
CosteaPI_2017__SID713B053-11-90-0__bin.90.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
CosteaPI_2017__SID713B056-11-90-0__bin.1.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
CosteaPI_2017__SID713B058-11-90-0__bin.23.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
CosteaPI_2017__SID713B063-11-0-0__bin.71.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
CosteaPI_2017__SID713B065-11-0-0__bin.42.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
CosteaPI_2017__SID713B065-11-90-0__bin.56.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
FengQ_2015__SID31275__bin.13.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
FengQ_2015__SID31431__bin.46.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
FengQ_2015__SID31455__bin.5.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
FengQ_2015__SID31873__bin.61.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
FengQ_2015__SID31878__bin.42.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
FengQ_2015__SID31880__bin.60.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
FengQ_2015__SID530054__bin.19.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
FengQ_2015__SID530055__bin.74.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
FengQ_2015__SID530185__bin.13.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
FerrettiP_2018__CA_C10031MS2526FE_t0M15__bin.130.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
HeQ_2017__SZAXPI029554-33__bin.75.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
HeQ_2017__SZAXPI029560-51__bin.35.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
HeQ_2017__SZAXPI029584-102__bin.63.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
KarlssonFH_2013__S144__bin.53.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
KarlssonFH_2013__S193__bin.40.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
KarlssonFH_2013__S526__bin.1.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
KarlssonFH_2013__S584__bin.34.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
LeChatelierE_2013__MH0013__bin.9.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
LeChatelierE_2013__MH0197__bin.25.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
LeChatelierE_2013__MH0229__bin.89.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
LeChatelierE_2013__MH0250__bin.75.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
LeChatelierE_2013__MH0430__bin.80.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
LeChatelierE_2013__MH0441__bin.34.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
LeChatelierE_2013__MH0448__bin.1.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
LeChatelierE_2013__MH0451__bin.7.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
LiJ_2014__MH0238__bin.52.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
LiJ_2014__MH0280__bin.11.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
LiJ_2014__MH0301__bin.42.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
LiJ_2014__MH0366__bin.54.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
LiJ_2014__MH0367__bin.9.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
LiJ_2014__MH0372__bin.8.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
LiJ_2014__MH0373__bin.74.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
LiJ_2014__MH0397__bin.21.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
LiJ_2014__V1.CD50-0__bin.60.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
LiJ_2014__V1.CD6-0-PT__bin.4.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
LiJ_2014__V1.FI04__bin.24.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
LiJ_2017__H1M512821__bin.27.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
LiJ_2017__H2M513938__bin.61.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
LiJ_2017__H2M514107__bin.62.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
LiJ_2017__H2M515921__bin.60.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
LiJ_2017__H3M516113__bin.69.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
LiJ_2017__H3M517925__bin.28.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
LiJ_2017__H3M617849__bin.6.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
LiJ_2017__nHM410714__bin.33.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
LiJ_2017__nHM412839__bin.60.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
LiJ_2017__nHM510732__bin.25.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
LiJ_2017__nHMX11726__bin.1.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
LiSS_2016__FAT_008-22-84-0__bin.19.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
LiSS_2016__FAT_015-22-42-0__bin.33.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
LiSS_2016__FAT_DON_11-22-0-6__bin.31.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
LiuW_2016__SRR3992961__bin.55.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
LiuW_2016__SRR3992962__bin.10.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
LiuW_2016__SRR3992963__bin.20.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
LiuW_2016__SRR3992967__bin.60.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
LiuW_2016__SRR3992973__bin.53.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
LiuW_2016__SRR3992978__bin.73.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
LiuW_2016__SRR3992987__bin.67.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
LiuW_2016__SRR3992998__bin.82.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
LiuW_2016__SRR3993002__bin.48.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
LiuW_2016__SRR3993012__bin.64.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
LiuW_2016__SRR3993014__bin.24.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
LiuW_2016__SRR3993019__bin.7.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
LiuW_2016__SRR3993020__bin.70.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
LiuW_2016__SRR3993023__bin.71.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
LiuW_2016__SRR3993035__bin.115.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
LiuW_2016__SRR3993055__bin.17.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
LiuW_2016__SRR3993056__bin.23.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
LiuW_2016__SRR3993059__bin.29.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
LouisS_2016__AS63_18__bin.10.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
Obregon-TitoAJ_2015__SM20__bin.20.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
Obregon-TitoAJ_2015__SM25__bin.11.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
QinJ_2012__CON-073__bin.42.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
QinJ_2012__T2D-075__bin.1.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
QinJ_2012__T2D-085__bin.34.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
QinJ_2012__T2D-095__bin.20.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
QinN_2014__HD-8__bin.55.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
RaymondF_2016__P13E0__bin.52.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
RaymondF_2016__P13E90__bin.38.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
RaymondF_2016__P14E0__bin.22.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
RaymondF_2016__P14E7__bin.23.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
RaymondF_2016__P14E90__bin.32.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
RaymondF_2016__P19E0__bin.71.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
RaymondF_2016__P19E7__bin.87.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
RaymondF_2016__P19E90__bin.1.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
RaymondF_2016__P7C0__bin.7.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
RaymondF_2016__P7C7__bin.40.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
RaymondF_2016__P7C90__bin.2.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
VogtmannE_2016__MMRS12272136ST-27-0-0__bin.5.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
VogtmannE_2016__MMRS32573774ST-27-0-0__bin.15.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
VogtmannE_2016__MMRS51307502ST-27-0-0__bin.17.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
VogtmannE_2016__MMRS54316675ST-27-0-0__bin.61.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
VogtmannE_2016__MMRS77018926ST-27-0-0__bin.26.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
VogtmannE_2016__MMRS77487595ST-27-0-0__bin.30.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
VogtmannE_2016__MMRS81671217ST-27-0-0__bin.2.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
VogtmannE_2016__MMRS95277876ST-27-0-0__bin.41.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
XieH_2016__YSZC12003_35387__bin.90.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
XieH_2016__YSZC12003_35512__bin.61.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
XieH_2016__YSZC12003_35515__bin.46.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
XieH_2016__YSZC12003_35519__bin.56.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
XieH_2016__YSZC12003_35520__bin.35.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
XieH_2016__YSZC12003_35523__bin.12.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
XieH_2016__YSZC12003_35549__bin.105.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
XieH_2016__YSZC12003_35550__bin.76.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
XieH_2016__YSZC12003_35561__bin.11.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
XieH_2016__YSZC12003_35562__bin.63.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
XieH_2016__YSZC12003_35578__bin.24.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
XieH_2016__YSZC12003_35583__bin.70.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
XieH_2016__YSZC12003_35636__bin.61.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
XieH_2016__YSZC12003_35657__bin.14.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
XieH_2016__YSZC12003_35697__bin.30.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
XieH_2016__YSZC12003_35707__bin.61.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
XieH_2016__YSZC12003_35733__bin.4.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
XieH_2016__YSZC12003_35741__bin.18.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
XieH_2016__YSZC12003_35742__bin.23.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
XieH_2016__YSZC12003_35980__bin.8.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
XieH_2016__YSZC12003_35989__bin.27.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
XieH_2016__YSZC12003_35990__bin.34.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
XieH_2016__YSZC12003_35991__bin.56.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
XieH_2016__YSZC12003_35992__bin.101.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
XieH_2016__YSZC12003_35999__bin.98.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
XieH_2016__YSZC12003_36008__bin.116.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
XieH_2016__YSZC12003_36049__bin.93.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
XieH_2016__YSZC12003_36058__bin.115.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
XieH_2016__YSZC12003_36119__bin.15.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
XieH_2016__YSZC12003_36244__bin.119.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
XieH_2016__YSZC12003_36439__bin.25.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
XieH_2016__YSZC12003_36453__bin.29.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
XieH_2016__YSZC12003_36474__bin.44.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
XieH_2016__YSZC12003_36522__bin.54.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
XieH_2016__YSZC12003_36525__bin.46.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
XieH_2016__YSZC12003_36533__bin.56.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
XieH_2016__YSZC12003_36588__bin.95.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
XieH_2016__YSZC12003_36666__bin.39.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
XieH_2016__YSZC12003_36667__bin.42.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
XieH_2016__YSZC12003_36675__bin.80.fa,Pasolli_15244,18,Pasolli_15244,CosteaPI_2017__SID713A074-11-90-0__bin.3.fa,Pasolli,7
